keyword,currency,avg_monthly_searches,three_month_change,yoy_change,competition,competition_index,bid_low,bid_high,ad_impression_share,organic_impression_share,organic_avg_position,in_account,in_plan,searches_2025_07,searches_2025_08,searches_2025_09,searches_2025_10,searches_2025_11,searches_2025_12,searches_2026_01,searches_2026_02,searches_2026_03,searches_2026_04,searches_2026_05,searches_2026_06,priority_bucket
bounce house outdoor,USD,880,-23%,-23%,High,100,0.28,1.41,,,,,,880,880,880,720,720,590,590,590,1300,1300,1300,1000,other
bounce house sizes,USD,210,-19%,-19%,High,100,0.31,1.19,,,,,,210,210,260,260,170,140,170,140,210,260,260,210,other
buy jump house,USD,880,-12%,-12%,High,100,0.21,1.14,,,,,,1000,880,1300,880,720,480,720,720,1000,1000,1000,880,secondary
white jumpy house,USD,40,-20%,-20%,High,100,0.45,2.46,,,,,,50,50,40,40,20,20,40,40,50,50,50,40,other
water jumpy house rentals,USD,10,600%,133%,High,92,0.91,2.12,,,,,,10,10,10,10,10,0,10,10,10,10,30,70,deprioritize_rental
purchase commercial bounce house,USD,40,25%,25%,High,83,0.27,1.31,,,,,,30,50,110,70,30,30,30,30,50,40,30,50,primary
inflatable obstacles,USD,320,0%,0%,High,100,0.46,2.31,,,,,,390,320,320,260,320,210,260,260,390,390,480,390,other
waterslide for sale near me,USD,110,255%,0%,High,100,0.28,1.05,,,,,,480,140,30,20,10,10,10,10,90,110,210,390,secondary
jump house water slide rentals,USD,140,182%,50%,High,93,0.88,2.16,,,,,,260,170,40,30,10,10,20,30,170,170,320,480,deprioritize_rental
small jump house rental,USD,20,0%,0%,High,100,1.12,2.11,,,,,,20,20,30,30,20,10,10,20,20,20,10,20,deprioritize_rental
commercial water slides for sale near me,USD,50,22%,-21%,High,100,0.47,2.20,,,,,,110,50,30,10,20,10,10,20,90,90,90,110,primary
white blow up bounce house,USD,90,-18%,-18%,High,100,0.25,1.76,,,,,,110,90,110,90,70,70,110,70,90,110,110,90,other
white castle jump house,USD,30,-40%,-25%,High,100,0.38,2.51,,,,,,30,50,30,20,20,20,30,10,20,50,40,30,other
20 foot water slide,USD,720,173%,26%,High,100,0.29,1.70,,,,,,1600,880,320,110,70,70,70,140,590,880,1600,2400,other
titanic bounce house,USD,210,129%,129%,High,91,0.93,2.25,,,,,,210,210,210,210,140,70,110,140,140,210,320,480,other
bounce house packages for sale,USD,20,0%,-80%,High,100,0.26,3.31,,,,,,20,30,10,10,20,10,20,10,30,10,20,10,secondary
bounce house auction,USD,50,0%,-22%,High,100,0.65,1.89,,,,,,90,70,50,50,30,20,70,70,70,70,50,70,other
inflatable moon bounce,USD,90,0%,22%,High,100,0.29,1.71,,,,,,50,70,70,70,50,110,110,140,90,110,110,110,other
buy large bounce house,USD,10,-67%,-50%,High,100,0.26,0.80,,,,,,20,10,20,10,10,10,10,10,20,30,20,10,secondary
bounce house rentals under $100 near me,USD,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,0,10,0,10,10,10,10,deprioritize_rental
rent bounce house with water slide,USD,30,75%,-36%,High,100,0.79,1.95,,,,,,90,50,10,10,10,10,10,10,30,40,50,70,deprioritize_rental
jumper rental prices,USD,30,100%,33%,Medium,55,0.37,1.87,,,,,,30,20,30,20,30,10,30,30,40,20,70,40,deprioritize_rental
castle jump house,USD,1300,0%,-16%,High,98,0.38,1.90,,,,,,1600,1600,1600,1300,1000,880,1000,1000,1600,1600,1600,1600,other
monster truck bounce house for sale,USD,70,-29%,-29%,High,100,0.30,2.03,,,,,,140,110,90,90,40,40,50,50,90,70,70,50,secondary
inflatable bouncy,USD,390,23%,23%,High,99,0.46,2.03,,,,,,480,480,390,320,320,320,260,320,480,480,720,590,other
best bounce house water slide combo,USD,30,200%,-36%,High,100,0.49,1.68,,,,,,90,20,10,10,10,10,10,0,40,30,50,90,other
jump bounce house rentals,USD,170,0%,0%,Medium,36,0.83,2.75,,,,,,140,170,170,170,170,70,110,140,320,170,140,170,deprioritize_rental
jumping castle buy online,USD,10,0%,-100%,Unknown,,,,,,,,,0,0,10,0,0,0,10,0,10,0,10,0,secondary
wet dry bounce house with slide,USD,50,40%,-22%,High,100,0.44,2.05,,,,,,50,30,20,30,10,10,40,40,90,50,140,70,other
water slide rental prices,USD,90,86%,24%,Medium,35,0.60,1.81,,,,,,170,110,40,10,10,10,20,30,90,140,210,260,deprioritize_rental
white jump house for sale,USD,10,-50%,0%,High,100,0.32,0.79,,,,,,20,10,10,10,10,10,10,10,10,20,20,10,secondary
a bounce house,USD,320,50%,0%,High,100,0.58,2.69,,,,,,390,320,320,320,260,260,260,260,320,320,480,480,other
barn bounce house,USD,140,27%,-33%,High,100,0.45,1.86,,,,,,170,210,260,140,170,140,110,140,140,110,110,140,other
interactive inflatable rentals near me,USD,30,-20%,33%,Medium,61,0.48,1.59,,,,,,20,20,20,10,10,10,20,30,20,50,50,40,deprioritize_rental
blow up water castle,USD,50,56%,0%,High,100,0.40,1.74,,,,,,110,50,30,20,10,10,10,10,50,90,110,140,other
purple bounce house rental,USD,20,0%,0%,High,88,0.92,1.86,,,,,,20,20,30,50,10,10,20,20,20,20,40,20,deprioritize_rental
bounce house rentals in my area,USD,50,75%,-36%,Medium,64,0.62,1.82,,,,,,90,90,70,50,30,10,30,10,30,40,30,70,deprioritize_rental
rent out bounce houses,USD,30,50%,-57%,Medium,64,0.70,1.86,,,,,,50,40,30,30,20,10,10,20,30,20,30,30,deprioritize_rental
industrial inflatable bounce house,USD,20,0%,-67%,High,90,0.31,1.25,,,,,,20,30,30,30,10,10,10,10,10,10,20,10,other
purchase white bounce house,USD,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,0,other
bounce house with blower included,USD,20,0%,-50%,High,100,0.22,0.67,,,,,,40,20,20,20,30,20,10,30,30,20,20,20,other
inflatable waterslides for sale,USD,50,180%,367%,High,100,0.35,1.85,,,,,,70,30,20,10,10,10,30,40,40,50,90,140,secondary
best quality bounce house,USD,10,100%,-33%,High,100,0.47,1.06,,,,,,10,10,10,10,20,10,10,10,20,10,20,20,other
wet bounce house rentals near me,USD,30,350%,-36%,High,97,0.73,2.30,,,,,,90,50,10,10,0,10,10,10,10,20,50,90,deprioritize_rental
commercial water bounce house,USD,50,143%,-19%,High,100,0.37,2.25,,,,,,110,50,10,10,10,10,10,20,90,70,140,170,primary
pokemon bounce house rental,USD,70,-22%,75%,High,87,0.67,1.82,,,,,,50,50,70,170,40,30,50,50,70,90,70,70,deprioritize_rental
large inflatable obstacle course,USD,90,0%,22%,High,100,0.28,1.95,,,,,,70,70,70,260,30,30,40,50,90,110,90,110,other
inflatable axe throwing game,USD,170,53%,53%,High,100,0.28,1.91,,,,,,170,170,390,170,110,70,70,90,210,170,210,260,other
cyber monday bounce house,USD,10,-100%,-100%,Unknown,,,,,,,,,10,10,0,0,50,70,0,0,10,10,0,0,other
bounce house jumpers,USD,50,-60%,-71%,High,100,0.22,1.64,,,,,,70,50,70,90,90,30,50,70,40,50,40,20,other
fortnite bounce house,USD,70,-57%,-67%,Low,28,0.56,1.69,,,,,,140,140,110,110,50,40,70,50,70,70,50,30,other
outdoor jump house,USD,70,-36%,-59%,High,100,0.37,2.16,,,,,,90,50,50,50,40,40,40,40,90,110,70,70,other
residential bounce house,USD,390,-56%,-64%,High,100,0.41,1.77,,,,,,390,720,480,320,260,170,390,260,260,480,720,210,other
commercial inflatable games,USD,90,0%,-50%,High,100,0.48,2.33,,,,,,70,140,260,90,40,30,40,30,70,70,110,70,primary
best bounce houses for adults,USD,30,75%,0%,High,100,0.50,1.68,,,,,,70,40,10,30,20,20,20,10,30,40,20,70,other
moonwalk water slide,USD,90,91%,-46%,High,100,0.54,1.89,,,,,,260,140,70,30,20,10,10,50,110,110,170,210,other
best place to buy commercial inflatables,USD,10,0%,-33%,High,100,1.01,2.27,,,,,,10,10,10,10,10,10,10,10,10,20,20,20,primary
buy moon bounce,USD,590,-18%,-28%,High,100,0.21,1.07,,,,,,880,880,590,590,390,260,390,480,720,880,880,720,secondary
used bounce house for sale near me,USD,70,120%,0%,High,99,0.10,1.27,,,,,,110,90,50,50,30,30,10,40,70,50,110,110,secondary
inflatable water slide jumping castle,USD,10,0%,-50%,High,100,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10,other
20 ft inflatable water slide,USD,170,321%,23%,High,100,0.31,1.76,,,,,,390,260,90,50,30,20,40,40,90,140,320,590,other
bounce house bundles for sale,USD,20,-50%,-33%,High,100,0.48,4.38,,,,,,10,20,20,20,10,10,20,30,40,40,50,20,secondary
cheap inflatable rentals,USD,90,0%,-35%,Medium,60,0.88,2.20,,,,,,170,90,90,40,40,20,40,50,70,110,110,110,deprioritize_rental
industrial blow up water slide,USD,110,191%,0%,High,100,0.26,1.62,,,,,,320,140,40,30,30,30,20,30,90,110,210,320,other
excavator bounce house,USD,90,0%,-50%,High,100,0.76,1.87,,,,,,90,110,110,90,70,40,110,70,110,70,90,70,other
in house bounce house,USD,70,0%,25%,High,100,0.08,0.80,,,,,,50,50,50,70,90,110,70,50,70,50,50,50,other
double slide bounce house rental,USD,40,0%,-43%,High,73,0.75,1.95,,,,,,70,70,70,30,20,10,30,10,30,40,50,40,deprioritize_rental
quality bounce house,USD,110,-18%,-36%,High,90,0.75,1.75,,,,,,110,110,110,110,90,70,70,90,110,110,140,90,other
dinosaur inflatable bounce house,USD,70,27%,180%,High,100,0.46,1.25,,,,,,50,50,50,20,30,30,40,50,140,110,170,140,other
bounce jump,USD,210,24%,0%,High,76,1.14,4.92,,,,,,210,210,260,260,210,210,210,170,210,170,210,210,other
finance bounce house,USD,40,25%,0%,High,84,1.07,9.23,,,,,,40,40,90,90,20,30,30,20,40,40,30,50,other
wholesale commercial inflatables for sale,USD,10,0%,0%,Low,25,,,,,,,,10,20,50,20,10,20,10,10,10,10,0,10,primary
used inflatable water slide,USD,70,180%,-56%,High,100,0.16,1.61,,,,,,170,70,20,10,10,10,10,40,110,50,140,140,other
princess jump house,USD,50,-57%,-25%,High,100,0.45,1.66,,,,,,40,70,50,50,30,50,50,70,40,70,70,30,other
inflatable axe throwing for sale,USD,20,-50%,0%,High,100,,,,,,,,10,10,20,20,10,10,30,10,10,20,10,10,secondary
cheap jump house rentals,USD,30,-75%,-86%,High,83,0.81,2.90,,,,,,40,40,40,50,20,10,10,20,30,40,30,10,deprioritize_rental
bounce house pool rental,USD,90,86%,-19%,High,98,0.70,1.93,,,,,,260,110,40,10,10,10,20,40,70,140,170,260,deprioritize_rental
bounce house equipment,USD,40,0%,-29%,High,100,0.29,2.08,,,,,,70,40,40,50,20,30,20,30,30,50,40,50,other
bounce house for sale houston,USD,20,50%,50%,High,100,0.26,1.42,,,,,,20,30,20,20,30,10,10,20,20,20,20,30,secondary
inflatable house for sale,USD,720,14%,0%,High,100,0.23,1.25,,,,,,720,720,720,720,590,480,590,720,880,880,1000,1000,secondary
waterslide purchase,USD,30,250%,0%,High,100,0.28,1.13,,,,,,70,40,10,10,10,10,10,10,30,20,50,70,other
large jumping castle for sale,USD,10,0%,0%,High,67,,,,,,,,0,0,10,10,10,10,10,10,10,10,0,10,secondary
bounce water slide rentals near me,USD,40,175%,0%,High,90,0.70,2.16,,,,,,90,50,10,10,0,10,10,10,40,40,90,110,deprioritize_rental
fun bounce house,USD,210,0%,0%,High,78,0.60,2.17,,,,,,210,260,260,140,210,140,170,140,210,260,260,260,other
inflatable warehouse,USD,70,-44%,-29%,High,100,0.38,1.94,,,,,,90,70,50,70,90,50,40,70,90,90,70,50,other
commercial bounce house with slide for sale,USD,70,-36%,0%,High,100,0.40,1.56,,,,,,70,70,40,70,20,40,70,70,90,110,90,70,primary
halloween bounce house for sale,USD,50,0%,-50%,High,100,0.29,1.53,,,,,,70,90,210,170,10,10,10,10,10,20,10,20,secondary
buy inflatable slide,USD,390,23%,-33%,High,100,0.26,1.18,,,,,,720,480,390,320,320,210,260,260,390,480,480,590,secondary
spiderman bounce house for sale,USD,110,0%,-35%,High,99,0.23,0.97,,,,,,110,140,140,110,90,110,110,110,110,110,140,110,secondary
bounce house for sale with blower,USD,170,-35%,-47%,High,100,0.26,1.01,,,,,,260,210,170,140,110,110,90,90,170,260,210,170,secondary
inflatables near me to rent,USD,140,53%,0%,Medium,59,0.79,2.25,,,,,,210,210,90,90,50,40,70,50,110,170,210,260,deprioritize_rental
bounce house start up package,USD,10,-50%,0%,High,100,,,,,,,,20,10,10,10,10,10,10,10,10,20,10,10,other
inflatable rentals for birthday parties,USD,110,-22%,-82%,High,79,0.35,1.84,,,,,,260,210,140,70,50,50,90,140,110,90,90,70,deprioritize_rental
jump house with water slide,USD,12100,124%,-18%,High,100,0.38,1.75,,,,,,27100,14800,5400,2400,1900,1900,2900,4400,12100,14800,22200,33100,other
small water bounce house,USD,90,91%,-19%,High,100,0.28,1.52,,,,,,170,70,20,10,10,10,20,30,140,110,170,210,other
cheap bounce houses near me,USD,90,0%,-18%,High,100,0.69,2.28,,,,,,90,140,140,90,70,50,50,70,70,90,90,90,deprioritize_rental
big waterslide for sale,USD,20,150%,25%,High,100,0.21,1.04,,,,,,20,10,10,10,10,10,10,10,30,20,40,50,secondary
used bounce house,USD,140,21%,0%,High,100,0.14,0.93,,,,,,140,140,110,110,90,70,90,90,140,140,170,170,other
bounce house for adults near me,USD,210,-19%,-35%,Medium,60,0.59,1.90,,,,,,260,260,210,170,140,140,170,140,210,210,210,170,deprioritize_rental
all about bounce,USD,70,0%,0%,Low,11,1.26,2.71,,,,,,70,50,70,90,30,20,30,70,70,90,90,90,other
water slide inflatable with blower,USD,20,133%,-36%,High,100,0.31,1.02,,,,,,40,10,10,10,10,0,10,10,50,30,40,70,other
best backyard bounce house,USD,30,67%,-29%,High,100,0.47,1.09,,,,,,40,20,20,40,50,20,10,10,30,30,70,50,other
water bounce rental,USD,70,143%,-35%,High,99,0.61,2.19,,,,,,210,90,10,10,10,10,10,10,50,70,70,170,deprioritize_rental
castle jumper,USD,90,0%,0%,High,100,0.47,1.91,,,,,,110,90,110,90,90,70,90,70,90,110,110,110,other
small blow up bounce house,USD,70,29%,29%,High,100,0.08,1.00,,,,,,50,50,50,70,110,90,70,50,90,70,90,90,other
party slides for rent,USD,90,91%,24%,High,67,0.84,2.02,,,,,,210,140,90,50,40,20,20,30,110,110,140,210,deprioritize_rental
bounce house retail,USD,10,0%,-50%,High,100,0.26,2.32,,,,,,20,10,20,10,10,10,10,10,20,10,10,10,other
inflatable jumping castle rental,USD,1300,-21%,-99%,Medium,57,0.68,1.85,,,,,,9900,4400,1300,110,170,40,260,140,260,140,140,110,deprioritize_rental
professional inflatable water slide,USD,20,100%,-20%,High,100,0.26,1.65,,,,,,50,20,10,10,10,10,10,10,20,20,40,40,other
yard bounce house,USD,40,-43%,-43%,High,100,0.23,1.35,,,,,,70,40,40,40,20,30,40,40,40,70,50,40,other
inflatable water bounce house rental,USD,20,250%,0%,High,100,0.90,2.10,,,,,,90,10,10,10,10,0,10,10,20,20,30,70,deprioritize_rental
used commercial inflatable water slides for sale,USD,30,400%,67%,High,100,0.21,1.14,,,,,,20,20,70,30,50,40,10,10,20,10,30,50,primary
moon bounce house,USD,90,0%,-21%,High,100,0.55,2.08,,,,,,110,140,90,70,90,50,90,70,90,110,140,110,other
inflatable water slide for sale near me,USD,90,320%,-34%,High,100,0.34,1.11,,,,,,390,90,40,10,10,20,10,10,50,50,110,210,secondary
jumpies for rent near me,USD,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,0,10,10,0,10,10,10,10,0,deprioritize_rental
event inflatables,USD,880,0%,-93%,High,67,0.94,3.95,,,,,,720,1900,4400,1600,210,50,90,590,320,210,170,210,other
15x15 commercial bounce house,USD,40,50%,0%,High,100,0.46,1.51,,,,,,30,30,140,50,50,50,30,20,20,20,50,30,primary
commercial size water slide,USD,40,175%,0%,High,100,0.26,1.04,,,,,,90,20,10,10,10,10,10,10,40,40,70,110,primary
rent a small bounce house,USD,1000,0%,0%,High,100,0.79,1.93,,,,,,1000,2400,1900,1300,1000,590,880,720,1000,880,880,880,deprioritize_rental
6x6 bounce house,USD,50,0%,25%,High,100,0.17,0.74,,,,,,50,40,70,40,70,40,50,50,40,50,30,50,other
commercial bouncers,USD,70,-29%,-44%,High,100,0.62,2.87,,,,,,50,70,90,90,50,40,50,30,50,70,110,50,primary
bouncy castle water slide rental,USD,10,300%,33%,High,100,0.90,2.01,,,,,,20,10,10,0,10,0,0,10,10,10,20,40,deprioritize_rental
huge water slides for sale,USD,210,127%,-18%,High,100,0.22,1.38,,,,,,590,260,260,140,50,50,70,70,110,260,390,590,secondary
commercial water slide bounce house for sale,USD,30,150%,-64%,High,100,0.31,1.48,,,,,,90,40,10,10,10,10,10,10,40,20,50,50,primary
bounce house slide rental near me,USD,50,133%,-22%,High,81,0.80,1.95,,,,,,90,50,40,40,30,10,20,30,70,30,70,70,deprioritize_rental
5 in 1 bounce house,USD,90,-18%,-18%,High,100,0.36,1.70,,,,,,90,90,110,90,90,40,70,70,110,110,90,90,other
double water slide bounce house,USD,70,100%,-64%,High,100,0.43,1.76,,,,,,320,140,40,10,10,10,0,10,40,70,110,140,other
best rated bounce house,USD,20,100%,33%,High,100,0.45,1.26,,,,,,20,20,10,10,20,10,10,10,10,20,20,40,other
buy blow up water slide,USD,20,250%,40%,High,100,0.26,1.11,,,,,,30,30,10,10,10,0,10,10,10,20,30,70,secondary
20 foot inflatable water slide,USD,170,321%,23%,High,100,0.31,1.76,,,,,,390,260,90,50,30,20,40,40,90,140,320,590,other
custom made bounce house,USD,10,0%,0%,High,82,2.45,14.34,,,,,,20,10,10,10,10,10,10,10,10,10,10,10,other
portable bounce house,USD,70,-20%,-43%,High,100,0.23,1.28,,,,,,50,40,50,390,70,40,40,30,30,50,50,40,other
rental of bounce houses near me,USD,20,-75%,-50%,High,86,0.71,2.95,,,,,,20,20,20,10,10,10,10,20,20,40,20,10,deprioritize_rental
my bounce house for sale,USD,10,0%,-50%,High,80,,,,,,,,20,10,10,10,10,10,10,10,0,10,10,10,secondary
blow up jumper,USD,260,-19%,-19%,High,100,0.28,1.50,,,,,,320,320,320,260,210,170,170,210,210,320,260,260,other
big bounce house water slide,USD,70,100%,-33%,High,100,0.39,1.76,,,,,,140,90,30,30,20,20,20,30,70,70,110,140,other
inflatable playset,USD,40,-43%,-43%,High,100,0.28,1.50,,,,,,70,40,40,20,30,20,20,20,50,70,70,40,other
giant inflatable rentals,USD,50,0%,0%,High,78,0.79,2.05,,,,,,50,70,50,40,40,20,30,30,30,70,70,70,deprioritize_rental
inflatable dry slide,USD,140,21%,0%,High,99,0.52,1.95,,,,,,110,170,170,140,90,50,110,70,140,140,170,170,other
blow up water slides for rent near me,USD,590,164%,19%,Medium,65,0.59,1.97,,,,,,1300,590,140,50,40,40,50,90,390,720,1300,1900,deprioritize_rental
companies that make inflatables,USD,10,0%,0%,High,79,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,other
wholesale white bounce house,USD,10,0%,-100%,Unknown,,,,,,,,,10,10,0,10,10,0,10,0,10,0,10,0,primary
jurassic park bounce house,USD,90,-36%,-36%,High,98,0.74,1.87,,,,,,140,90,110,70,50,70,70,70,90,110,110,70,other
castle jumper rental,USD,10,0%,0%,High,94,0.55,1.54,,,,,,20,20,20,10,20,10,20,10,20,10,10,10,deprioritize_rental
used inflatable water slides for sale,USD,90,133%,0%,High,100,0.21,1.23,,,,,,170,90,110,50,70,30,10,30,90,90,170,210,secondary
bounce houses for rent in my area,USD,10,0%,-50%,Medium,57,,,,,,,,30,20,20,30,10,10,10,10,10,10,10,10,deprioritize_rental
bounce house inflatables near me,USD,390,0%,-19%,High,99,0.91,2.70,,,,,,390,390,390,390,320,170,210,260,480,390,480,390,deprioritize_rental
obstacle course bounce house for adults,USD,40,67%,0%,High,91,0.32,1.85,,,,,,70,50,40,50,20,20,50,30,40,30,50,50,other
bounce water inflatables,USD,10,0%,0%,High,71,0.50,2.31,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,other
new bounce house,USD,90,0%,-18%,High,99,0.23,1.38,,,,,,110,110,90,90,90,70,90,110,110,90,110,90,other
princess bounce house for sale,USD,30,0%,-40%,High,100,0.23,1.90,,,,,,70,50,30,20,20,10,20,20,40,30,30,30,secondary
bounce house buy now pay later,USD,10,0%,-50%,High,100,0.51,3.94,,,,,,20,30,10,10,10,10,10,10,10,10,10,10,secondary
inflatable bounce house with pool,USD,170,127%,23%,High,100,0.38,1.72,,,,,,390,140,50,40,40,30,40,50,260,260,480,590,other
industrial bouncy castles for sale,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,10,10,0,0,0,0,10,0,0,0,secondary
waterslide wholesale,USD,70,27%,-33%,High,100,0.36,2.41,,,,,,170,50,30,20,10,20,10,40,140,110,170,140,primary
adult blow up slide,USD,70,89%,0%,High,100,0.33,1.75,,,,,,140,70,20,20,20,20,20,20,70,90,140,170,other
jump and slide rentals,USD,40,75%,0%,Medium,54,0.75,2.14,,,,,,90,90,50,20,10,10,20,10,40,40,70,70,deprioritize_rental
bounce house store,USD,210,0%,23%,High,97,0.23,1.33,,,,,,260,260,210,170,140,170,110,140,260,320,320,320,other
flatables,USD,110,-21%,-21%,High,76,0.53,3.83,,,,,,140,110,110,140,90,90,90,90,140,140,140,110,other
bounce combo rentals,USD,10,100%,100%,Medium,60,1.00,1.77,,,,,,10,10,10,20,20,10,10,10,10,10,20,20,deprioritize_rental
industrial jump house,USD,20,100%,-33%,High,100,0.26,1.33,,,,,,20,30,30,20,20,20,10,10,10,10,10,20,other
best place to buy commercial bounce house,USD,170,50%,875%,High,100,0.39,2.07,,,,,,30,30,30,50,70,30,70,260,320,260,590,390,primary
brand new bounce house,USD,20,0%,0%,High,91,0.24,1.07,,,,,,20,10,20,20,10,10,10,10,20,20,10,20,other
indoor inflatable bounce house rental,USD,20,0%,0%,High,100,1.01,1.73,,,,,,40,10,20,30,40,30,30,20,20,10,10,10,deprioritize_rental
bounce house rental packages,USD,40,33%,0%,High,81,0.68,1.93,,,,,,50,40,40,40,10,20,10,40,90,30,40,40,deprioritize_rental
vinyl bounce house,USD,50,80%,0%,High,100,0.29,1.31,,,,,,90,70,50,70,70,30,30,50,70,50,70,90,other
space jumps for sale,USD,30,-40%,-40%,High,100,0.24,4.00,,,,,,70,40,20,20,20,20,10,20,30,50,20,30,secondary
20x20 bounce house,USD,50,0%,0%,High,100,0.35,1.85,,,,,,90,50,70,50,40,30,50,50,70,70,70,70,other
inflatable ax throwing,USD,90,56%,27%,High,100,0.25,1.52,,,,,,90,90,140,140,90,30,70,50,50,90,110,140,other
adult bounce house rental near me,USD,110,21%,-19%,Medium,57,0.52,1.82,,,,,,170,140,110,70,30,20,50,40,140,140,260,170,deprioritize_rental
bounce house for sale miami,USD,10,∞,0%,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,0,10,10,secondary
commercial slip and slide for sale,USD,20,1000%,175%,High,100,0.36,2.36,,,,,,50,20,10,10,10,0,10,10,10,10,40,110,primary
local jump house rentals,USD,210,23%,23%,High,82,0.88,2.33,,,,,,210,260,320,260,110,40,90,90,260,260,260,320,deprioritize_rental
ebay bounce house,USD,90,-21%,-35%,High,97,0.19,1.06,,,,,,140,110,90,90,40,50,70,50,110,140,90,110,other
purchase inflatable obstacle course,USD,390,-19%,-19%,High,100,0.33,2.25,,,,,,880,390,390,320,260,170,260,320,480,480,480,390,other
inflatable bounce house and water slide,USD,12100,124%,-18%,High,100,0.38,1.75,,,,,,27100,14800,5400,2400,1900,1900,2900,4400,12100,14800,22200,33100,other
buy a white bounce house,USD,10,0%,0%,High,100,0.28,1.18,,,,,,10,10,10,10,10,0,10,10,10,10,10,10,secondary
